"あ","ア"
"つだちょう","津田町"
"つだぬま","津田沼"
"つだぬまえき","津田沼駅"
"つたのはかずら","ツタノハカズラ"
"つたのはかづら","ツタノハカヅラ"
"つだまち","津田町"
"つたんかーめん","ツタンカーメン"
"つたんくあーめん","ツタンクアーメン"
"つち","ツチ"
"つち","犯土"
"つちうす","土臼"
"つちうら","土浦"
"つちうらえき","土浦駅"
"つちうらし","土浦市"
"つちうらない","土占い"
"つちがき","ツチガキ"
"つちかべ","土壁"
"つちぎみ","土公"
"つちぐも","土蜘蛛"
"つちざきみなと","土崎港"
"つちすり","腴"
"つちぞく","ツチ族"
"つちてんじょう","土天井"
"つちどめ","土留め"
"つちのえ","戊"
"つちのかみ","土の神"
"つちのこ","ツチノコ"
"つちのこ","槌の子"
"つちのと","己"
"つちはし","土橋"
"つちはし","土橋"
"つちばし","土橋"
"つちび","犯土日"
"つちぶね","土船"
"つちめ","槌目"
"つちやまちょう","土山町"
"つちゆおんせん","土湯温泉"
"つちろう","土牢"
"つついじゅんけい","筒井順慶"
"つついづつ","筒井筒"
"つついらとう","ツツイラ島"
"づつぇ","ヅツェ"
"つっかー","ツッカー"
"つつがそん","筒賀村"
"つつがむし","ツツガムシ"
"つつがわら","筒瓦"
"つづきぐん","綴喜郡"
"つつきぼう","つつき棒"
"つっけろ","ツッケロ"
"つつじ","躑躅"
"つつじいろ","躑躅色"
"つつどり","ツツドリ"
"つつなわせどり","つつなわせ鳥"
"つつに","筒煮"
"つっぱり","つっぱり"
"つっぱり","突っ張り"
"つっぱり","突っ張り"
"つつひめ","筒姫"
"つつべこふん","土辺古墳"
"つつましい","慎ましい"
"つつみかたごんげんだいこふん","堤方権現台古墳"
"つつむ","慎む"
"つづら","葛"
"つづら","葛籠"
"つづらおり","葛折"
"つづらこ","葛籠"
"つづりかた","綴り方"
"つづりかた","綴方"
"つづりかたきょうしつ","綴方教室"
"つでー","ツデー"
"つと","苞"
"つと","髱"
"つどうしろやまこふん","津堂城山古墳"
"つとなしのなげしまだ","髱無しの投げ島田"
"つとなっとう","苞納豆"
"つな","ツナ"
"つな","津名"
"つなぎばいばい","つなぎ売買"
"つなぎまち","津奈木町"
"つなぐん","津名郡"
"つなし","ツナシ"
"つなしま","綱島"
"つなしまえき","綱島駅"
"つなちょう","津名町"
"つなみ","ＴＳＵＮＡＭＩ"
"つなみたろう","津波太郎"
"つなんまち","津南町"
"つぬぱえんげん","ツヌパ塩湖"
"つぬぱかざん","ツヌパ火山"
"つねすみむら","常澄村"
"つの","都濃"
"つのがき","角書"
"つのがら","角柄"
"つのがわえき","角川駅"
"つのぐん","都濃郡"
"つのこ","角粉"
"つのさんご","ツノサンゴ"
"つのしま","角島"
"つのしまくじら","ツノシマクジラ"
"つのだ","ツノダ"
"つのだいし","角大師"
"つのだる","角樽"
"つのちょう","都農町"
"つのづかこふん","角塚古墳"
"つのど","角戸"
"つのはず","角筈"
"つばいおおつかやまこふん","椿井大塚山古墳"
"つばいでっかー","ツバイデッカー"
"つーばいふぉー","ツーバイフォー"
"つーばいふぉーこうほう","ツーバイフォー工法"
"つばいもち","椿餅"
"つばいもちい","椿餅"
"つばがま","鍔釜"
"つばきひめ","椿姫"
"つばきもち","椿餅"
"つばくろだけ","燕岳"
"つばさ","つばさ"
"つばさしょうけん","つばさ証券"
"つばさをください","翼をください"
"つばなり","鍔鳴り"
"つばのさんさく","鐔の三作"
"つーはーばーず","ツーハーバーズ"
"つばめし","燕市"
"つばめのーと","ツバメノート"
"つばる","ツバル"
"つびーべる","ツビーベル"
"つびらし","ツビラシ"
"つひんばり","ツヒンバリ"
"づーふ","ヅーフ"
"つぶあいしょとう","ツブアイ諸島"
"つぶあいとう","ツブアイ島"
"つぶかる","ツブカル"
"つぶぎん","粒銀"
"つぶさがわ","津房川"
"つぶぞく","ツブ族"
"つぶらたこ","円良田湖"
"つぷんがと","ツプンガト"
"つべっとる","ツベットル"
"つべっとるしゅたっと","ツベットル・シュタット"
"つぺるく","ツベルク"
"つべるくりんはんのう","ツベルクリン反応"
"つぼ","ツボ"
"つぼ","坪"
"つぼ","坪"
"つーぼ","ツーボ"
"つーぽー","ツーポー"
"つぼおりがさ","壺折り傘"
"つぼかなもの","壺金物"
"つぼがね","壺金"
"つぼぎり","壺錐"
"つぼきりのごけん","壷切の護剣"
"つぼきりのたち","壷切の太刀"
"つぼきりのつるぎ","壷切剣"
"つぼくさ","ツボクサ"
"つぼさか","壺阪"
"つぼさかかんのん","壺阪観音"
"つぼさかでら","壺坂寺"
"つぼさかでら","壺阪寺"
"つぼさかやまえき","壺阪山駅"
"つぼさかれいげんき","壺坂霊験記"
"つぼじりえき","坪尻駅"
"つぼすみれ","壷菫"
"つぼねがたけ","局ヶ岳"
"つぼねみせ","局見世"
"つぼみこうばい","莟紅梅"
"つぼやき","壺焼き"
"つぼやきいも","壺焼き芋"
"つぽれふ","ツポレフ"
"つーぼんほう","ツーボン法"
"つま","妻"
"つまいり","妻入"
"つまおり","端折り"
"つまおりがさ","端折り傘"
"つまおりたてがさ","端折り立傘"
"つまかけ","爪掛け"
"つまがけ","爪掛け"
"つまかわ","爪皮"
"つまかんのん","妻観音"
"つまがんのん","妻観音"
"つまくれない","ツマクレナイ"
"つまこ","ツマコ"
"つまこいどうちゅう","妻恋道中"
"つまごいむら","嬬恋村"
"つまさかとうげ","妻坂峠"
"つまさだめ","夫定め"
"つまずく","躓く"
"つません","妻線"
"つまびらか","詳らか"
"つまべに","ツマベニ"
"つまみかんざし","つまみかんざし"
"つまみざいく","つまみ細工"
"つまみな","つまみ菜"
"つまむら","都万村"
"つまようじ","爪楊枝"
"つみいしづか","積石塚"
"つむヴぉーる","ツムヴォール"
"つむぎ","紡ぎ"
"つむぎ","紬"
"つむぎあり","ツムギアリ"
"つむぎおり","紬織り"
"つむくうまくさんみゃく","ツムクウマク山脈"
"つむじ","旋毛"
"つめいん","爪印"
"つめがた","爪形"
"つめきりそう","ツメキリソウ"
"つめくさ","ツメクサ"
"つめこみきょういく","詰め込み教育"
"つめこみしゅぎ","詰め込み主義"
"つめばん","爪判"
"つもろー","ツモロー"
"つや","通夜"
"つやぐすり","艶薬"
"つやざきまち","津屋崎町"
"つやだしき","艶出し機"
"つやつけき","艶付け機"
"つやぶき","つや拭き"
"つやぶき","ツヤブキ"
"つやま","津山"
"つやまし","津山市"
"つやまじけん","津山事件"
"つやまちょう","津山町"
"つゆあけとおか","梅雨明け十日"
"つゆくさ","露草"
"つゆくさいろ","露草色"
"つゆだま","露玉"
"つゆてんじんしゃ","露天神社"
"つゆのてんじん","露の天神"
"つーら","ツーラ"
"つーらしゅう","ツーラ州"
"つらーぬ","ツラーヌ"
"つらみず","面水"
"つらら","氷"
"つらら","氷柱"
"つららいし","氷柱石"
"つられみあ","ツラレミア"
"つーらん","ツーラン"
"つーらんどっと","ツーランドット"
"つりあいにんぎょう","釣り合い人形"
"つりがねそう","ツリガネソウ"
"つりしのぶ","釣り忍"
"つりづか","釣り束"
"つりてんじょう","釣天井"
"つりふねそう","ツリフネソウ"
"つりめ","つり目"
"つーりん","ツーリン"
"つる","都留"
"つーる","ツール"
"つーる","ツール"
"つるあしるい","ツルアシ類"
"つるいむら","鶴居村"
"つるおかし","鶴岡市"
"つるおかてんまんぐう","鶴岡天満宮"
"つるが","敦賀"
"つるがいけ","鶴ヶ池"
"つるがげんしりょくはつでんしょ","敦賀原子力発電所"
"つるがげんぱつ","敦賀原発"
"つるがし","敦賀市"
"つるがしま","鶴ヶ島"
"つるがしまえき","鶴ヶ島駅"
"つるがしまし","鶴ヶ島市"
"つるがじょう","鶴ヶ城"
"つるがはんとう","敦賀半島"
"つるぎ","つるぎ"
"つるぎさき","剣崎"
"つるぎさん","剣山"
"つるぎだけ","剣岳"
"つるぎまち","鶴来町"
"つるげーねふ","ツルゲーネフ"
"つるし","都留市"
"つるしえき","都留市駅"
"つーるーず","ツールーズ"
"つるせえき","鶴瀬駅"
"つるだな","蔓棚"
"つるな","ツルナ"
"つるのこもち","鶴の子餅"
"つーるのさんまるたん","ツールのサン・マルタン"
"つーるのせいまるたん","ツールの聖マルタン"
"つるばみ","橡"
"つるひーよ","ツルヒーヨ"
"つるひーりょ","ツルヒーリョ"
"つるふぁん","ツルファン"
"つるふぁんぼんち","ツルファン盆地"
"つるぶんかだいがく","都留文科大学"
"つるべ","釣瓶"
"つるべおけ","釣瓶桶"
"つるべおとし","釣瓶落とし"
"つーるぽあちえのたたかい","ツール・ポアチエの戦い"
"つーるぽわちえのたたかい","ツール・ポワチエの戦い"
"つるまる","鶴丸"
"つるみ","鶴見"
"つるみえき","鶴見駅"
"つるみがわ","鶴見川"
"つるみく","鶴見区"
"つるみだけ","鶴見岳"
"つるみまち","鶴見町"
"つるみりょくちえき","鶴見緑地駅"
"つるみりょくちせん","鶴見緑地線"
"つるめそ","弦召"
"つるやひゃっかてん","鶴屋百貨店"
"つーれ","ツーレ"
"つれしょうべん","連れ小便"
"つれしょん","連れしょん"
"つれづれ","徒然"
"つーろん","ツーロン"
"つわいさ","ツワイサ"
"つわのちょう","津和野町"
"つわり","悪阻"
"つんぐーすかいへん","ツングースカ異変"
"つんぐーすかばくはつ","ツングースカ爆発"
"つんでれ","ツンデレ"
"でー","Ｄ"
"でー","デー"
"てあ","テア"
"でーあ","デーア"
"であいぼうえき","出会貿易"
"でぁま","デァマ"
"てあらい","手洗い"
"てあらいば","手洗い場"
"てぃ","ティ"
"てぃー","Ｔ"
"てぃー","Ｔ"
"てぃー","ティー"
"でい","デイ"
"でぃ","Ｄ"
"でぃ","Ｄ"
"でぃー","ディー"
"てぃあ","ティア"
"てぃーあい","ＴＩ"
"でぃあい","ＤＩ"
"でぃあい","ＤＩ"
"でぃあいあい","ＤＩＩ"
"てぃーあいえー","ＴＩＡ"
"でぃあいえー","ＤＩＡ"
"てぃーあいえすしーおー","ＴＩＳＣＯ"
"でぃあいおーえぬ","ＤＩＯＮ"
"でぃあいしー","ＤＩＣ"
"でぃあいしー","ＤＩＣ"
"でぃあいだぶりゅ","ＤＩＷ"
"でぃあいてぃー","ＤＩＴ"
"でぃあいでぃ","ＤＩＤ"
"でぃあいでぃ","ＤＩＤ"
"てぃーあいぴーえすさいぼう","ＴｉＰＳ細胞"
"てぃーあいゆー","ＴＩＵ"
"でぃあいわい","ＤＩＹ"
"でぃあす","ディアス"
"でぃあす","ディアス"
"でぃあず","ディアズ"
"でぃあすぺら","ディアスペラ"
"でぃあすぽら","ディアスポラ"
"てぃあな","ティアナ"
"でぃあな","ディアナ"
"でぃあぶる","ディアブル"
"でぃあぶろ","ディアブロ"
"でぃあぼろ","ディアボロ"
"でぃあぼーん","ディアボーン"
"でぃあまんて","ディアマンテ"
"でぃあまんて","ディアマンテ"
"でぃあまんと","ディアマント"
"てぃあら","ティアラ"
"でぃあーる","ＤＲ"
"でぃあーる","ＤＲ"
"てぃーあーるえーあい","ＴＲＡＩ"
"でぃあーるえーえむ","ＤＲＡＭ"
"てぃーあーるえぬえー","ｔＲＮＡ"
"でぃあーるえむ","ＤＲＭ"
"でぃあーるしー","ＤＲＣ"
"てぃーあーるだぶりゅしゃ","ＴＲＷ社"
"てぃーあーるてぃー","ＴＲＴ"
"でぃあーるてぃーえす","ＤＲＴＳ"
"でぃあーるでぃおー","ＤＲＤＯ"
"てぃーあーるゆー","ＴＲＵ"
"てぃあんじゅげんぱつ","ティアンジュ原発"
"ていい","程頤"
"てぃーいー","Ｔｅ"
"てぃーいーえー","ＴＥＡ"
"でぃいーえー","ＤＥＡ"
"でぃいーえす","ＤＥＳ"
"てぃーいーえる","ＴＥＬ"
"てぃーいーえる","ＴＥＬ"
"でぃいーしー","Ｄｅｃ．"
"でぃいーしー","ｄｅｃ"
"ていいせん","程伊川"
"でいヴぃす","デイヴィス"
"てぃーえー","Ｔａ"
"でぃえー","ＤＡ"
"てぃーえーあいしー","ＴＡＩＣ"
"でぃえーあーるおー","ＤＡＲＯ"
"でぃえーあーるぴーえー","ＤＡＲＰＡ"
"でぃーえいちしー","ディーエイチシー"
"でぃーえいちしーしっくす","ディーエイチシー６"
"でぃえいと","Ｄ８"
"てぃーえーえっち","ＴＡＨ"
"てぃーえーけー","ＴＡＫ"
"でぃえご","ディエゴ"
"でぃえごがるしあとう","ディエゴガルシア島"
"てぃーえーしー","ＴＡＣ"
"てぃえーじー","ＤＡＧ"
"でぃえす","ＤＳ"
"でぃえす","ディエス"
"でぃえすあーるぶい","ＤＳＲＶ"
"てぃーえすえー","ＴＳＡ"
"てぃーえすえす","ＴＳＳ"
"でぃえすえすぶい","ＤＳＳＶ"
"でぃえすえる","ＤＳＬ"
"でぃえすえるあーる","ＤＳＬＲ"
"でぃえすてぃー","ＤＳＴ"
"てぃーえっくす","ＴＸ"
"でぃえっち","ＤＨ"
"でぃえっちえー","ＤＨＡ"
"でぃえっちえー","ＤＨＡ"
"でぃえっちえー","ＤＨＡ"
"てぃーえっちえーえーでぃ","ＴＨＡＡＤ"
"てぃーえっちえすあーるしー","ＴＨＳＲＣ"
"でぃえっちえる","ＤＨＬ"
"てぃーえっちしー","ＴＨＣ"
"てぃーえっちじー","ＴＨＧ"
"でぃえっちしー","ＤＨＣ"
"でぃえっちだぶりゅじー","ＤＨＷＧ"
"てぃーえっちでぃ","ＴＨＤ"
"でぃえっちてぃー","ＤＨＴ"
"てぃーえっちゆー","ＴＨＵ"
"てぃーえっちゆー","Ｔｈｕ"
"でぃえっぷ","ディエップ"
"てぃーえーてぃーぴー","ＴＡＴＰ"
"でぃえぬあい","ＤＮＩ"
"てぃーえぬえー","ＴＮＡ"
"でぃえぬえー","ＤＮＡ"
"でぃえぬえーういるす","ＤＮＡウイルス"
"でぃえぬえす","ＤＮＳ"
"てぃーえぬてぃー","ＴＮＴ"
"てぃーえぬてぃー","ＴＮＴ"
"てぃーえぬでぃ","ＴＮＤ"
"でぃえぬぴー","ＤＮＰ"
"てぃーえーびー","ＴＡＢ"
"てぃーえーびー","ＴＡＢ"
"てぃーえーびー","ＴＡＢ"
"でぃえふ","ＤＦ"
"てぃーえふいち","ＴＦ１"
"てぃーえふえー","ＴＦＡ"
"てぃーえふえす","ＴＦＳ"
"てぃーえふてぃー","ＴＦＴ"
"でぃえふてぃー","ＤＦＴ"
"てぃーえふわん","ＴＦ１"
"でぃえむ","ＤＭ"
"てぃーえむあい","ＴＭＩ"
"でぃえむいー","ＤＭＥ"
"でぃえむいーてぃー","ＤＭＡＴ"
"でぃえむえー","ＤＭＡ"
"でぃえむぜっと","ＤＭＺ"
"てぃーえむでぃ","ＴＭＤ"
"でぃえむぶい","ＤＭＶ"
"てぃえら","ティエラ"
"てぃえらでるふえごしゅう","ティエラデルフエゴ州"
"てぃーえる","Ｔｌ"
"でぃえる","ｄｌ"
"でぃえるあーる","ＤＬＲ"
"でぃえるえー","ＤＬＡ"
"てぃーえるえすしー","ＴＳＬＣ"
"でぃえるえふ","ＤＬＦ"
"てぃーえるでぃ","ＴＬＤ"
"でぃえるびー","ＤＬＢ"
"ていえんけん","定遠県"
"てぃえんはん","ティエンハン"
"でぃえんびえんしょう","ディエンビエン省"
"でぃえんびえんふー","ディエンビエンフー"
"でぃえんびえんふーのたたかい","ディエンビエンフーの戦い"
"でぃーお","ディーオ"
"でぃおーいー","ＤＯＥ"
"ていおうちょう","帝王蝶"
"ていおうびょう","帝王病"
"でぃおーえー","ＤＯＡ"
"でぃおーえす","ＤＯＳ"
"でぃおーえす","ＤｏＳ"
"てぃーおーえむ","ＴＯＭ"
"でぃおーえむ","ＤＯＭ"
"てぃーおーおー","ＴｏＯ"
"でぃおきしな","ディオシナ"
"でぃおきしーな","ディオシーナ"
"でぃおきしん","ディオキシン"
"てぃおーさ","ディオーサ"
"でぃおす","ディオス"
"でぃおすくろい","ディオスクロイ"
"でぃおーぜっと","ｄｏｚ"
"てぃーおーだぶりゅ","ＴＯＷ"
"でぃおーでぃ","ＤＯＤ"
"でぃおにそす","ディオニソス"
"でぃおにゅそす","ディオニュソス"
"でぃおね","ディオネ"
"でぃおーね","ディオーネ"
"てぃーおーぴー","ＴＯＰ"
"でぃおーびー","Ｄ．ｏ．Ｂ"
"でぃおぷたー","ディオプター"
"でぃおらま","ディオラマ"
"でぃおーる","ディオール"
"でぃおん","ディオン"
"でぃおん","ＤＩＯＮ"
"てぃおんヴぃる","ティオンヴィル"
"てぃおんびる","ティオンビル"
"てぃか","ティカ"
"ていが","定芽"
"てぃーがー","ティーガー"
"でぃがみー","ディガミー"
"てぃかる","ティカル"
"てぃかるこくりつこうえん","ティカル国立公園"
"でぃかるしゅう","ディカル州"
"でぃかーるしゅう","ディカール州"
"でぃがんま","ディガンマ"
"ていかんようしき","帝冠様式"
"ていき","定気"
"でぃきしー","ディキシー"
"でぃきしーありー","ディキシーアリー"
"でぃきしーらんど","ディキシーランド"
"でぃきしーらんどじゃず","ディキシーランドジャズ"
"ていきね","帝キネ"
"ていきほう","定気法"
"てぃーきゃす","ＴＣＡＳ"
"ていきゅう","庭球"
"ていきゅうじょう","庭球場"
"ていきん","庭訓"
"ていきん","提琴"
"ていぎん","丁銀"
"ていぎん","帝銀"
"ていぎんじけん","帝銀事件"
"でぃきんそん","ディキンソン"
"ていぎんどくさつじけん","帝銀毒殺事件"
"でいく","デイク"
"てぃぐあん","ティグアン"
"ていくうひしょう","停空飛翔"
"でぃくそんぐん","ディクソン郡"
"でぃぐにてぃ","ディグニティ"
"てぃぐらいしゅう","ティグライ州"
"てぃくりっと","ティクリット"
"てぃーくりっぱー","ティー・クリッパー"
"てぃくりーと","ティクリート"
"てぃぐる","ティグル"
"てぃぐれ","ティグレ"
"てぃぐれ","ティグレ"
"てぃぐれがわ","ティグレ川"
"てぃぐれしゅう","ティグレ州"
"でいけあ","デイケア"
"でいけあせんたー","デイケア・センター"
"でぃけいたー","ディケイター"
"でぃけいたーぐん","ディケイター郡"
"ていげき","帝劇"
"でぃけーたー","ディケーター"
"でぃけーたーぐん","ディケーター郡"
"ていけつあつ","低血圧"
"ていけっとう","低血糖"
"でぃけーびーえー","ＤＫＢＡ"
"てぃーげる","ティーゲル"
"てぃーけーわい","ＴＫＹ"
"ていけん","定検"
"ていげん","逓減"
"でぃーけん","ディーケン"
"でいこ","デイコ"
"でいご","デイゴ"
"ていこう","程コウ"
"でいこう","泥鉱"
"ていこうしょ","鄭孝胥"
"ていこうへんかめもりー","抵抗変化メモリー"
"ていこうようせつ","抵抗溶接"
"ていこくがくしいん","帝国学士院"
"ていこくぎかい","帝国議会"
"ていこくきょういくかい","帝国教育会"
"ていこくぎんこう","帝国銀行"
"ていこくげいじゅついん","帝国芸術院"
"ていこくげきじょう","帝国劇場"
"ていこくけんぽう","帝国憲法"
"ていこくけんぽうぎかい","帝国憲法義解"
"ていこくじょゆうようせいじょ","帝国女優養成所"
"ていこくすいさんかい","帝国水産会"
"ていこくせいめい","帝国生命"
"ていこくせきゆ","帝国石油"
"ていこくだいがく","帝国大学"
"ていこくとしょかん","帝国図書館"
"ていこくねんりょうこうぎょう","帝国燃料興業"
"ていこくのうかい","帝国農会"
"ていこくびじゅついん","帝国美術院"
"ていこくびじゅつがっこう","帝国美術学校"
"ていこくふじんきょうかい","帝国婦人協会"
"ていこくぶんがく","帝国文学"
"でぃごす","ディゴス"
"てぃこぴあとう","ティコピア島"
"でいさ","泥沙"
"ていさいどしゅう","テイサイド州"
"でぃざすたー","ディザスター"
"ていさつえいせい","偵察衛星"
"でいさーびす","デイサービス"
"ていし","弟子"
"ていし","梯子"
"ていし","程子"
"てぃーじー","ＴＧ"
"でぃしー","ＤＣ"
"でぃしー","ＤＣ"
"でぃしー","ＤＣ"
"でいじー","デイジー"
"でぃしーあい","ＤＣＩ"
"てぃーしーえい","ＴＣＳ"
"てぃーしーえーえす","ＴＣＡＳ"
"でぃじーえすいー","ＤＧＳＥ"
"でぃじぇすてぃふ","ディジェスティフ"
"でぃしーえふ","ＤＣＦ"
"でぃしーえむ","ＤＣＭ"
"てぃーしーおー","ＴＣＯ"
"でいじーかったー","デイジー・カッター"
"でぃーしーかーど","ディーシーカード"
"ていししちしゃくさってしのかげをふまず","弟子七尺去って師の影を踏まず"
"でいじーちぇいん","デイジーチェイン"
"てぃーしーぴーかいろ","ＴＣＡ回路"
"てぃーじーぶい","ＴＧＶ"
"てぃしふぉね","ティシフォネ"
"ていしゃじょう","停車場"
"てぃーしゃつ","Ｔシャツ"
"ていしゃば","停車場"
"てぃしゃべあぶ","テイシャベアブ"
"てぃしゅ","ティシュ"
"てぃしゅー","ティシュー"
"ていしゅう","庭州"
"ていしゅう","鄭州"
"ていじゅうごうたい","低重合体"
"ていしゅうし","鄭州市"
"ていしゅうは","低周波"
"ていしゅがく","程朱学"
"ていしゅかんぱく","関白宣言"
"ていしゅざ","亭主座"
"ていしゅだたみ","亭主畳"
"ていしゅのがく","程朱の学"
"てぃしゅーらま","ティシュー・ラマ"
"でぃじゅれがわ","ディジュレ川"
"ていしょう","低床"
"ていじょう","呈上"
"でいしょう","泥漿"
"ていじょうぎ","丁定規"
"てぃーじょうぎ","Ｔ定規"
"でぃじょん","ディジョン"
"ていじん","テイジン"
"ていしんきねんび","逓信記念日"
"ていしんしょう","逓信省"
"ていしんせっこう","挺進斥候"
"てぃーす","ティース"
"でぃす","ディス"
"でぃす","ディス"
"でいず","デイズ"
"でぃすあどばんてーじ","ディスアドバンテージ"
"でぃすいんふぉめーしょん","ディスインフォメーション"
"ていすう","定数"
"でぃすかばー","ディスカバー"
"でぃすかばりー","ディスカバリー"
"てぃすきー","ティスキー"
"でぃすきねじあ","ディスキネジア"
"でぃすく","ディスク"
"でぃすくりみねいしょん","ディスクリミネイション"
"でぃすくりみねーしょん","ディスクリミネーション"
"てぃすけ","ティスケ"
"でぃすけっと","ディスケット"
"でぃすこふぁいる","ディスコファイル"
"でぃすだーしゅ","ディスダーシュ"
"でぃすてる","ディステル"
"でぃすとーしょん","ディストーション"
"でぃすとにあ","ディストニア"
"でぃすとぴあ","ディストピア"
"でぃすとりびゅーたー","ディストリビューター"
"でぃすとれす","ディストレス"
"でぃすとれすせーる","ディストレスセール"
"でぃすとれすまーちゃんだいず","ディストレスマーチャンダイズ"
"でぃずにー","ディズニー"
"でぃずにーしー","ディズニーシー"
"でぃずにーらんど","ディズニーランド"
"でぃずにーらんどぱり","ディズニーランド・パリ"
"でぃずにーわーるど","ディズニーワールド"
"でぃすのみあ","ディスノミア"
"でぃすのみあ","ディスノミア"
"でぃすのみえ","ディスノミエ"
"でぃすぷにあ","ディスアプニア"
"でぃすぷねあ","ディスアプネア"
"でぃすぷる","ディスプル"
"でぃすぷーる","ディスプール"
"でぃすぷれい","ディスプレイ"
"でぃすぷれいそうち","ディスプレイ装置"
"でぃすぷれーそうち","ディスプレー装置"
"てぃすべ","ティスベ"
"でぃすぺんさりー","ディスペンサリー"
"でぃすれきしあ","ディスレキシア"
"でぃすれくしあ","ディスレクシア"
"ていせいぎょ","底生魚"
"ていぜいじゃくせいばくやく","低脆弱性弾薬"
"ていせえい","鄭世永"
"でぃせくしょん","ディセクション"
"でぃぜっと","ｄｚ"
"でぃぜっとでぃ","ＤＺＤ"
"でぃせぷしょん","ディセプション"
"てぃーぜる","ティーゼル"
"でぃーぜる","ディーゼル"
"でぃーぜるかー","ディーゼル・カー"
"でぃーぜるきかん","ディーゼル機関"
"でぃーぜるじどうしゃ","ディーゼル自動車"
"でぃーぜるしゃ","ディーゼル車"
"でぃせんだんと","ディセンダント"
"でぃせんでぃんぐ","ディセンディング"
"ていぞう","逓増"
"ていそうたい","貞操帯"
"でぃそーとのみあ","ディソートノミア"
"てぃそんでつぇんおう","ティソン・デツェン王"
"てぃーだ","ティーダ"
"ていだい","帝大"
"ていたいおん","低体温"
"ていたいおんしょう","低体温症"
"ていたいぜんせん","停滞前線"
"てぃたにあ","ティタニア"
"てぃーだぶりゅえー","ＴＷＡ"
"てぃーだぶりゅえっち","ＴＷｈ"
"てぃーだぶりゅてぃーしー","ＴＷＴＣ"
"でいたん","泥炭"
"てぃちーのしゅう","ティチーノ州"
"てぃつぃあーの","ティツィアーノ"
"ていつう","定通"
"てぃっか","ティッカ"
"でぃっきー","ディッキー"
"でぃっく","ディック"
"てぃっしゅ","ティッシュ"
"でぃっしゅ","ディッシュ"
"てぃっしゅぺーぱー","ティッシュペーパー"
"でぃっぷ","ディップ"
"でぃっぷ","ディップ"
"でぃっぷすいっち","ＤＩＰスイッチ"
"でぃっぷへあー","ディップ・ヘアー"
"でぃっぷろーしょん","ディップローション"
"ていで","テイデ"
"でぃでー","Ｄデー"
"でいでい","でいでい"
"でぃでぃ","ＤＤ"
"でぃてぃーあい","ＤＴＩ"
"でぃてぃーあい","ＤＴＩ"
"でぃでぃあい","ＤＤＩ"
"でぃーでぃーあい","ディーディーアイ"
"でぃーでぃーあいぽけっと","ＤＤＩポケット"
"てぃーでぃあーる","ＴＤＲ"
"でぃでぃあーる","ＤＤＲ"
"でぃてぃーあーるえー","ＤＴＲＡ"
"てぃーでぃえー","ＴＤＡ"
"てぃーでぃえす","ＴＤＳ"
"でぃでぃえす","ＤＤＳ"
"でぃでぃえっくす","ＤＤＸ"
"でぃでぃえっち","ＤＤＨ"
"でぃでぃえぬえす","ＤＤＮＳ"
"てぃーてぃーえふ","ＴＴＦ"
"でぃでぃおーえす","ＤＤｏＳ"
"でぃでぃてぃー","ＤＤＴ"
"でぃでぃにじゅういち","ＤＤ－２１"
"てぃーてぃーねっと","ＴＴＮｅｔ"
"てぃーてぃーぴー","ＴＴＰ"
"ていでかざん","テイデ火山"
"ていでさん","テイデ山"
"ていてつ","蹄鉄"
"ていてつこう","蹄鉄工"
"ていてん","帝展"
"ていでん","停電"
"ていと","帝都"
"でいと","デイト"
"でぃーと","ディート"
"でぃどー","ディドー"
"でぃどー","ディドー"
"ていとう","剃刀"
"ていとう","剃頭"
"ていとざ","帝都座"
"でいとなびーち","デイトナビーチ"
"でぃーとりひ","ディートリヒ"
"でいどりーむ","デイドリーム"
"でいとれーだー","デイトレーダー"
"でいとん","デイトン"
"でぃなーこーと","ディナーコーチ"
"でぃなーじゃけっと","ディナージャケット"
"でぃなーすーつ","ディナースーツ"
"てぃーななに","Ｔ７２"
"でぃなーる","ディナール"
"でぃなるあるぷすさんみゃく","ディナルアルプス山脈"
"てぃにくりん","ティニクリン"
"でぃーにゅ","ディーニュ"
"ていね","手稲"
"でいねい","泥濘"
"ていねいし","手稲石"
"ていねえき","手稲駅"
"ていねく","手稲区"
"ていねやま","手稲山"
"でぃねろ","ディネロ"
"ていねん","丁年"
"ていねん","定年"
"ていねんせい","定年制"
"てぃーの","ティーノ"
"でぃのけふぁろさうるすおりえんたりす","ディノケファロサウルス・オリエンタリス"
"でぃのざー","ディノザー"
"でぃのざうらー","ディノザウラー"
"でぃのざうりあ","ディノサウリア"
"でぃのさうりお","ディノサウリオ"
"でぃのざうりゃー","ディノザウリャー"
"でぃのざうるす","ディノザウルス"
"でぃのさうろ","ディノサウロ"
"でぃのす","ディノス"
"でぃのぞーる","ディノゾール"
"でいのてりうむ","デイノテリウム"
"てぃーのはいぶりっど","ティーノハイブリッド"
"でぃばいだー","ディバイダー"
"でぃばいでっどすかーと","ディバイデッド・スカート"
"でぃばいど","ディバイド"
"でぃばいなー","ディバイナー"
"でぃばいにんぐろっど","ディバイニング・ロッド"
"でぃばいん","ディバイン"
"ていはつ","定発"
"てぃーばっぐ","ティーバッグ"
"てぃーびー","ＴＢ"
"てぃーびー","ＴＢ"
"てぃーびー","ＴＢ"
"てぃーびー","ＴＢ"
"てぃぴー","ティピー"
"でぃびー","ＤＢ"
"でぃぴーあーるけー","ＤＰＲＫ"
